customer_id,tenure_months,monthly_charge,contract_type,payment_method,autopay,support_tickets_90d,weekly_usage_hours,num_products,late_payments_12m,discount_active,satisfaction_score,region,churn
CUST-01282,54,63.38,Monthly,Credit Card,No,5,11.4,2,0,No,3,West,0
CUST-01283,29,57.08,Monthly,Bank Transfer,No,2,11.0,2,0,Yes,5,Northeast,0
CUST-01284,58,56.45,Monthly,PayPal,Yes,4,13.6,1,1,Yes,4,South,1
CUST-01285,28,38.76,Monthly,Credit Card,Yes,3,6.9,3,2,No,5,Midwest,0
CUST-01286,4,64.62,Monthly,PayPal,No,4,8.9,2,0,No,2,South,1
CUST-01287,66,103.22,Annual,Debit Card,Yes,0,14.0,3,0,No,5,Northeast,0
CUST-01288,17,45.25,Annual,Bank Transfer,Yes,0,3.3,3,0,Yes,4,Northeast,0
CUST-01289,8,53.28,Monthly,PayPal,No,1,8.7,3,0,No,2,Northeast,0
CUST-01290,45,43.97,Annual,Debit Card,Yes,0,8.1,3,1,No,1,South,0
CUST-01291,17,43.22,Monthly,Debit Card,No,1,2.1,4,0,No,4,West,0
CUST-01292,62,79.8,Monthly,Bank Transfer,Yes,2,12.1,2,1,No,4,South,0
CUST-01293,32,39.89,Monthly,PayPal,Yes,1,9.9,3,3,Yes,2,South,0
CUST-01294,1,43.47,Monthly,Debit Card,Yes,3,8.7,3,0,No,3,Northeast,0
CUST-01295,69,23.43,Annual,Debit Card,No,2,15.5,1,2,Yes,3,West,0
CUST-01296,38,38.36,Two-Year,Debit Card,No,0,14.1,2,1,Yes,1,West,0
CUST-01297,19,21.25,Monthly,PayPal,No,2,14.7,2,4,Yes,5,Midwest,1
CUST-01298,49,63.37,Monthly,PayPal,Yes,0,8.1,1,1,No,5,South,1
CUST-01299,39,102.39,Annual,Bank Transfer,No,1,6.8,2,1,No,3,West,0
CUST-01300,3,45.4,Monthly,PayPal,No,2,9.8,1,1,Yes,5,South,0
CUST-01301,55,22.0,Monthly,PayPal,No,1,11.3,1,0,Yes,4,South,0
CUST-01302,29,68.2,Two-Year,Debit Card,No,2,13.0,2,1,Yes,2,Northeast,0
CUST-01303,51,38.92,Annual,PayPal,No,1,5.0,1,0,Yes,5,Northeast,0
CUST-01304,65,75.39,Two-Year,Debit Card,No,1,10.9,3,1,No,2,South,0
CUST-01305,44,46.92,Monthly,Bank Transfer,Yes,1,16.5,2,1,No,3,South,1
CUST-01306,49,40.63,Monthly,Debit Card,No,1,5.4,1,0,Yes,4,Northeast,0
CUST-01307,19,48.8,Monthly,PayPal,Yes,4,2.0,1,0,No,5,South,1
CUST-01308,18,65.64,Two-Year,Bank Transfer,No,3,1.2,1,0,No,3,Midwest,0
CUST-01309,30,47.91,Monthly,PayPal,Yes,0,6.8,2,1,Yes,4,Midwest,0
CUST-01310,62,43.06,Monthly,Debit Card,Yes,1,4.4,3,2,No,5,West,0
CUST-01311,38,48.42,Monthly,PayPal,Yes,1,11.8,2,2,No,5,West,0
CUST-01312,26,29.11,Annual,Credit Card,Yes,3,10.7,1,1,No,1,Northeast,0
CUST-01313,57,59.15,Annual,Credit Card,Yes,1,2.4,2,0,No,2,West,0
CUST-01314,62,19.84,Annual,PayPal,No,0,16.1,4,0,No,2,Northeast,0
CUST-01315,65,44.01,Monthly,PayPal,No,2,5.7,3,0,No,1,Midwest,1
CUST-01316,22,65.67,Annual,Credit Card,Yes,3,4.8,2,0,No,5,South,0
CUST-01317,52,57.45,Monthly,Bank Transfer,Yes,2,10.4,1,0,No,1,South,0
CUST-01318,43,62.63,Monthly,Debit Card,No,2,6.5,1,1,Yes,5,West,0
CUST-01319,33,50.83,Monthly,Bank Transfer,No,0,9.8,2,0,Yes,3,West,0
CUST-01320,29,73.06,Monthly,PayPal,Yes,5,7.9,1,0,No,1,Northeast,1
CUST-01321,9,68.64,Monthly,Bank Transfer,No,1,17.2,2,1,No,3,Midwest,0
CUST-01322,20,60.03,Two-Year,Bank Transfer,Yes,0,9.9,1,1,No,4,South,0
CUST-01323,40,68.7,Monthly,Bank Transfer,No,1,7.4,3,0,Yes,2,South,0
CUST-01324,64,65.51,Monthly,PayPal,No,0,8.5,2,1,Yes,5,Northeast,0
CUST-01325,63,44.09,Annual,Credit Card,Yes,3,15.2,4,0,No,2,West,0
CUST-01326,14,27.81,Annual,Debit Card,Yes,2,5.0,3,1,No,5,South,0
CUST-01327,49,59.57,Monthly,PayPal,No,0,12.1,2,2,No,1,West,1
CUST-01328,7,61.83,Annual,Credit Card,Yes,1,8.8,2,2,Yes,4,West,0
CUST-01329,49,71.63,Monthly,Bank Transfer,Yes,0,9.0,3,1,No,4,West,0
CUST-01330,25,35.15,Monthly,Credit Card,Yes,1,4.4,1,2,No,5,Midwest,1
CUST-01331,33,35.68,Annual,Bank Transfer,No,4,6.8,1,0,No,4,West,0
CUST-01332,52,60.28,Monthly,Debit Card,Yes,1,6.0,1,1,No,2,South,0
CUST-01333,31,50.72,Monthly,Bank Transfer,Yes,3,8.8,2,1,No,1,Midwest,1
CUST-01334,59,18.06,Monthly,Bank Transfer,No,0,3.4,2,1,Yes,3,Midwest,0
CUST-01335,39,58.75,Monthly,Debit Card,No,0,1.9,1,1,No,4,South,0
CUST-01336,72,18.66,Monthly,PayPal,Yes,0,6.4,2,2,No,5,South,0
CUST-01337,46,34.99,Two-Year,Credit Card,Yes,2,15.3,2,1,No,3,Midwest,0
CUST-01338,22,76.33,Monthly,PayPal,Yes,1,11.5,3,0,No,3,Northeast,0
CUST-01339,56,84.85,Annual,PayPal,Yes,0,8.2,1,1,No,3,West,0
CUST-01340,30,30.12,Monthly,Credit Card,Yes,0,4.6,3,1,No,4,South,0
CUST-01341,39,46.07,Annual,Credit Card,Yes,0,1.2,3,0,No,2,Midwest,0
CUST-01342,10,52.77,Monthly,Debit Card,Yes,1,5.7,2,1,No,4,West,0
CUST-01343,9,84.06,Monthly,Credit Card,No,3,7.6,2,0,No,4,West,1
CUST-01344,42,43.13,Monthly,PayPal,Yes,1,4.0,1,2,No,4,Midwest,0
CUST-01345,14,43.42,Monthly,Credit Card,Yes,0,11.0,2,1,No,4,West,1
CUST-01346,72,79.88,Two-Year,Bank Transfer,No,2,10.9,3,0,No,3,Midwest,0
CUST-01347,62,45.25,Annual,Bank Transfer,Yes,1,6.4,1,2,No,5,South,0
CUST-01348,51,65.0,Annual,Bank Transfer,No,1,7.8,3,0,No,4,South,0
CUST-01349,53,25.41,Monthly,PayPal,Yes,2,7.8,1,0,Yes,5,Northeast,0
CUST-01350,43,48.92,Annual,Credit Card,Yes,1,10.5,3,0,Yes,4,Midwest,0
CUST-01351,5,22.13,Annual,PayPal,Yes,1,4.9,2,1,Yes,4,Northeast,0
CUST-01352,29,33.0,Annual,PayPal,Yes,3,29.3,1,1,No,5,South,0
CUST-01353,36,67.11,Annual,Bank Transfer,No,2,3.4,4,1,No,5,South,0
CUST-01354,66,51.1,Annual,Debit Card,Yes,0,4.9,2,3,Yes,2,Northeast,0
CUST-01355,16,46.26,Monthly,Credit Card,Yes,3,9.6,1,2,No,4,Midwest,1
CUST-01356,36,38.52,Two-Year,Bank Transfer,Yes,3,20.4,3,1,Yes,2,South,0
CUST-01357,25,48.03,Monthly,Bank Transfer,Yes,0,6.1,1,1,Yes,1,West,0
CUST-01358,10,57.42,Monthly,Credit Card,Yes,4,4.5,3,1,Yes,5,Northeast,1
CUST-01359,8,69.69,Two-Year,PayPal,Yes,4,7.2,1,0,No,5,South,0
CUST-01360,27,10.0,Monthly,Credit Card,Yes,0,12.3,2,0,No,4,South,0
CUST-01361,6,37.03,Monthly,PayPal,No,3,12.7,2,1,Yes,3,Midwest,0
CUST-01362,5,54.86,Monthly,Debit Card,No,1,11.5,2,1,Yes,4,Northeast,1
CUST-01363,26,50.22,Monthly,Debit Card,Yes,5,21.7,2,0,No,5,West,0
CUST-01364,15,59.26,Two-Year,Credit Card,No,2,12.7,2,0,No,5,Northeast,0
CUST-01365,40,56.82,Annual,Credit Card,Yes,1,14.2,2,1,Yes,5,South,0
CUST-01366,2,46.51,Monthly,Debit Card,Yes,0,15.0,1,1,No,4,South,0
CUST-01367,22,42.52,Two-Year,Credit Card,No,2,4.1,3,0,No,3,Northeast,0
CUST-01368,33,47.58,Annual,Debit Card,No,0,7.7,1,0,No,2,Midwest,0
CUST-01369,70,72.68,Two-Year,PayPal,Yes,2,5.0,3,0,No,1,Northeast,0
CUST-01370,46,38.82,Monthly,PayPal,No,2,5.3,2,0,No,3,Midwest,0
CUST-01371,64,50.87,Monthly,PayPal,No,2,6.7,3,0,Yes,1,South,0
CUST-01372,25,55.3,Monthly,Credit Card,Yes,0,10.3,1,1,No,4,Midwest,0
CUST-01373,33,80.09,Monthly,Credit Card,Yes,0,19.9,3,0,No,5,South,0
CUST-01374,31,46.59,Annual,Bank Transfer,No,5,12.1,2,1,Yes,5,West,0
CUST-01375,64,69.26,Monthly,Bank Transfer,No,1,10.8,4,2,Yes,2,South,0
CUST-01376,70,74.18,Monthly,Bank Transfer,No,2,6.8,1,2,No,2,South,1
CUST-01377,70,50.85,Annual,Bank Transfer,Yes,1,21.0,3,0,No,5,South,0
CUST-01378,55,48.21,Monthly,PayPal,No,3,3.2,2,0,No,5,Northeast,0
CUST-01379,37,46.08,Monthly,Bank Transfer,Yes,2,12.9,4,1,No,5,South,0
CUST-01380,39,47.4,Annual,Debit Card,No,3,2.0,2,2,Yes,5,South,0
CUST-01381,71,67.38,Two-Year,PayPal,No,1,9.2,1,0,Yes,2,Northeast,0
CUST-01382,21,56.16,Monthly,Bank Transfer,No,2,15.1,3,0,Yes,5,Midwest,0
CUST-01383,25,56.24,Two-Year,PayPal,Yes,1,8.6,1,0,No,3,South,0
CUST-01384,65,31.75,Annual,Debit Card,Yes,1,17.4,2,2,Yes,3,Northeast,0
CUST-01385,28,34.59,Annual,Debit Card,No,0,4.6,1,0,No,4,Midwest,0
CUST-01386,17,90.58,Monthly,Credit Card,Yes,2,1.1,4,1,No,5,South,0
CUST-01387,41,48.8,Annual,Debit Card,Yes,2,3.4,2,1,Yes,4,West,0
CUST-01388,24,38.05,Annual,PayPal,Yes,2,6.9,1,1,Yes,3,South,0
CUST-01389,65,77.76,Monthly,PayPal,No,1,10.3,3,1,No,5,South,0
CUST-01390,66,57.07,Two-Year,Credit Card,Yes,1,5.6,1,1,Yes,3,Midwest,0
CUST-01391,23,62.41,Two-Year,PayPal,No,1,9.2,1,1,No,5,South,0
CUST-01392,39,49.52,Monthly,Debit Card,Yes,1,11.6,3,0,No,5,West,0
CUST-01393,71,46.26,Annual,PayPal,No,3,4.8,1,0,No,2,South,0
CUST-01394,54,48.95,Monthly,Debit Card,Yes,0,4.9,1,2,Yes,4,Northeast,0
CUST-01395,16,27.11,Annual,Debit Card,Yes,2,2.9,2,0,No,2,South,1
CUST-01396,43,50.42,Annual,PayPal,Yes,1,17.4,1,0,No,4,Northeast,0
CUST-01397,45,57.33,Monthly,PayPal,Yes,0,17.6,4,3,Yes,4,South,0
CUST-01398,48,85.31,Monthly,PayPal,No,2,9.1,3,1,Yes,3,South,0
CUST-01399,2,53.55,Monthly,Debit Card,No,4,3.6,3,0,No,4,Midwest,0
CUST-01400,22,10.0,Two-Year,PayPal,No,1,19.3,3,1,No,3,South,0
CUST-01401,62,50.31,Monthly,Credit Card,No,2,4.9,3,0,No,4,Northeast,0
CUST-01402,18,101.31,Two-Year,Debit Card,No,2,3.0,1,2,Yes,4,South,0
CUST-01403,22,67.59,Monthly,PayPal,No,1,4.8,2,1,No,5,South,0
CUST-01404,24,37.4,Monthly,PayPal,No,0,4.4,3,0,Yes,4,South,0
CUST-01405,13,62.64,Two-Year,Bank Transfer,Yes,0,3.7,2,0,No,4,West,0
CUST-01406,12,38.64,Annual,Credit Card,Yes,4,5.6,4,1,No,3,Northeast,0
CUST-01407,25,27.63,Monthly,Bank Transfer,No,1,8.7,3,1,No,4,South,0
CUST-01408,63,45.73,Monthly,Credit Card,No,1,12.8,1,0,Yes,2,Northeast,0
CUST-01409,1,53.65,Monthly,PayPal,Yes,1,7.2,2,0,No,4,West,0
CUST-01410,21,18.3,Monthly,PayPal,Yes,1,7.3,1,2,Yes,3,Midwest,0
CUST-01411,5,31.32,Monthly,PayPal,No,3,7.1,3,1,Yes,5,South,0
CUST-01412,41,52.19,Annual,Bank Transfer,Yes,1,3.0,3,0,Yes,3,Midwest,0
CUST-01413,19,44.65,Monthly,PayPal,Yes,0,12.7,2,0,No,5,West,0
CUST-01414,58,59.11,Monthly,Credit Card,No,1,15.1,1,0,No,3,Northeast,0
CUST-01415,43,30.14,Monthly,Bank Transfer,Yes,0,18.8,1,3,No,4,South,0
CUST-01416,57,64.85,Monthly,Bank Transfer,Yes,1,6.6,1,1,Yes,3,South,1
CUST-01417,46,30.69,Two-Year,Debit Card,Yes,2,18.2,2,0,No,5,South,0
CUST-01418,32,81.57,Monthly,Credit Card,Yes,2,13.6,4,0,No,4,Northeast,0
CUST-01419,62,21.12,Monthly,Credit Card,Yes,2,3.9,1,0,No,3,Northeast,0
CUST-01420,35,32.33,Annual,Bank Transfer,Yes,0,4.9,2,0,No,2,South,0
CUST-01421,69,59.51,Two-Year,Bank Transfer,No,1,8.8,3,0,No,4,Midwest,0
CUST-01422,72,81.96,Annual,Bank Transfer,No,1,7.3,3,1,No,5,West,0
CUST-01423,43,57.67,Annual,Debit Card,Yes,0,3.4,1,1,Yes,5,Northeast,0
CUST-01424,49,62.13,Two-Year,Credit Card,Yes,0,8.8,1,0,No,4,West,0
CUST-01425,19,52.32,Annual,Debit Card,Yes,3,8.9,1,0,No,5,South,0
CUST-01426,59,33.52,Two-Year,Debit Card,Yes,2,13.5,1,1,Yes,4,Northeast,0
CUST-01427,49,43.18,Monthly,Credit Card,Yes,1,5.9,1,2,Yes,3,Midwest,0
CUST-01428,65,30.19,Annual,Credit Card,Yes,0,5.0,2,3,No,3,South,0
CUST-01429,20,28.98,Annual,Credit Card,Yes,2,2.9,2,1,No,4,South,0
CUST-01430,57,59.23,Two-Year,Credit Card,No,0,9.8,1,0,Yes,5,South,0
CUST-01431,34,31.78,Monthly,PayPal,Yes,4,9.1,2,0,Yes,4,South,0
CUST-01432,14,57.75,Annual,Debit Card,No,2,20.3,2,0,Yes,2,South,1
CUST-01433,13,28.57,Monthly,Debit Card,Yes,0,13.0,1,3,No,4,South,0
CUST-01434,41,57.33,Annual,PayPal,No,1,5.9,1,0,Yes,1,Northeast,0
CUST-01435,24,43.2,Monthly,Bank Transfer,Yes,4,8.4,1,0,No,5,South,0
CUST-01436,8,77.32,Annual,PayPal,No,3,3.4,2,1,No,2,West,1
CUST-01437,31,57.83,Annual,PayPal,No,0,6.5,2,1,Yes,5,South,0
CUST-01438,48,74.24,Monthly,PayPal,Yes,3,9.3,1,0,No,3,South,1
CUST-01439,23,38.4,Monthly,PayPal,Yes,2,20.8,1,0,Yes,4,Midwest,0
CUST-01440,69,53.01,Monthly,PayPal,No,2,4.4,1,0,No,4,South,0
CUST-01441,57,34.34,Annual,Debit Card,No,0,17.1,1,2,No,5,West,0
CUST-01442,37,44.56,Annual,PayPal,No,1,9.7,2,0,No,4,Northeast,0
CUST-01443,68,47.28,Annual,Debit Card,Yes,1,12.8,2,1,Yes,4,Northeast,0
CUST-01444,32,38.93,Monthly,Debit Card,Yes,0,8.3,2,0,No,3,Northeast,0
CUST-01445,11,30.12,Annual,Credit Card,Yes,1,5.3,2,1,No,2,West,0
CUST-01446,3,26.56,Annual,Debit Card,No,2,16.6,1,2,Yes,4,Northeast,1
CUST-01447,68,10.0,Monthly,Debit Card,Yes,1,6.2,1,0,No,3,West,0
CUST-01448,70,32.99,Monthly,PayPal,Yes,3,12.4,2,0,Yes,4,Northeast,0
CUST-01449,54,63.29,Monthly,Debit Card,No,4,3.6,2,1,No,5,South,0
CUST-01450,8,23.23,Monthly,Credit Card,Yes,1,4.2,3,2,No,3,South,1
CUST-01451,22,27.37,Monthly,Debit Card,No,0,2.0,2,0,No,1,West,0
CUST-01452,3,84.24,Monthly,Debit Card,Yes,1,7.7,2,0,Yes,4,Northeast,1
CUST-01453,4,40.54,Monthly,PayPal,No,0,9.7,3,0,Yes,3,Midwest,1
CUST-01454,18,57.78,Monthly,Debit Card,Yes,1,8.4,3,2,No,2,West,0
CUST-01455,42,63.56,Monthly,Credit Card,No,2,2.9,4,0,No,3,West,1
CUST-01456,5,63.93,Annual,Credit Card,Yes,0,4.3,1,0,No,3,West,0
CUST-01457,71,24.6,Monthly,Debit Card,Yes,0,12.7,1,0,Yes,3,West,0
CUST-01458,33,47.84,Monthly,Credit Card,Yes,1,5.8,2,2,No,3,South,0
CUST-01459,19,22.87,Annual,Debit Card,No,2,8.7,2,1,Yes,1,Northeast,0
CUST-01460,38,96.03,Monthly,PayPal,Yes,0,5.6,1,2,No,5,South,0
CUST-01461,57,23.29,Monthly,Bank Transfer,Yes,1,11.8,2,2,Yes,4,Northeast,0
CUST-01462,23,33.14,Monthly,PayPal,No,2,5.6,2,1,No,2,West,0
CUST-01463,4,33.27,Monthly,Credit Card,Yes,1,7.3,2,0,No,4,South,1
CUST-01464,4,25.06,Annual,Debit Card,Yes,2,14.6,1,2,Yes,4,South,0
CUST-01465,62,76.35,Monthly,PayPal,Yes,0,8.5,2,0,No,4,West,0
CUST-01466,9,95.6,Monthly,Credit Card,Yes,2,4.6,2,0,No,4,South,1
CUST-01467,46,43.44,Monthly,Bank Transfer,Yes,1,10.8,1,0,Yes,5,South,0
CUST-01468,28,28.23,Two-Year,Debit Card,Yes,1,2.9,1,1,Yes,5,South,0
CUST-01469,56,11.74,Monthly,Credit Card,Yes,1,4.5,2,0,Yes,1,West,0
CUST-01470,5,47.61,Monthly,Credit Card,Yes,1,3.0,3,1,Yes,4,South,0
CUST-01471,65,46.31,Monthly,Bank Transfer,No,2,12.0,1,2,No,4,South,1
CUST-01472,51,40.28,Annual,Bank Transfer,No,1,10.3,1,0,Yes,1,Northeast,0
CUST-01473,33,55.98,Annual,Bank Transfer,Yes,1,11.3,1,1,No,5,South,0
CUST-01474,15,59.11,Annual,Debit Card,Yes,0,9.4,1,1,Yes,5,Midwest,0
CUST-01475,71,57.82,Monthly,PayPal,No,2,16.4,2,0,No,4,South,0
CUST-01476,22,46.31,Monthly,Credit Card,Yes,3,9.3,1,1,Yes,3,Midwest,0
CUST-01477,36,32.17,Annual,Debit Card,No,2,5.8,2,2,No,1,South,1
CUST-01478,29,63.98,Monthly,PayPal,Yes,1,4.7,3,0,No,3,Northeast,0
CUST-01479,17,52.23,Two-Year,Bank Transfer,Yes,1,9.2,1,2,No,4,Northeast,0
CUST-01480,30,67.99,Monthly,Debit Card,Yes,0,15.6,2,0,No,3,Northeast,0
CUST-01481,11,66.22,Monthly,Debit Card,No,2,3.5,3,1,Yes,4,South,0
CUST-01482,1,26.41,Monthly,Credit Card,Yes,2,11.1,2,3,No,5,West,0
CUST-01483,21,26.18,Monthly,Debit Card,Yes,0,7.3,1,1,Yes,3,South,0
CUST-01484,9,38.4,Annual,Credit Card,Yes,1,14.3,1,0,Yes,5,Midwest,0
CUST-01485,30,32.99,Monthly,Bank Transfer,No,0,2.6,3,1,No,4,West,0
CUST-01486,63,65.59,Annual,Credit Card,Yes,2,20.3,3,2,Yes,3,South,0
CUST-01487,12,58.32,Annual,PayPal,No,3,7.3,1,0,Yes,2,West,0
CUST-01488,1,71.79,Annual,Credit Card,Yes,1,2.2,2,0,Yes,1,South,0
CUST-01489,8,59.14,Annual,Debit Card,Yes,0,3.4,1,0,No,4,South,0
CUST-01490,37,55.76,Two-Year,Credit Card,Yes,2,21.9,1,2,No,4,South,0
CUST-01491,20,73.6,Two-Year,Debit Card,No,0,11.1,3,2,Yes,5,Northeast,0
CUST-01492,36,60.46,Monthly,Debit Card,Yes,2,6.8,2,0,No,3,South,0
CUST-01493,3,53.23,Annual,PayPal,Yes,1,24.7,1,0,No,4,Midwest,0
CUST-01494,24,78.65,Two-Year,Bank Transfer,No,1,9.1,2,2,No,4,Northeast,0
CUST-01495,30,54.07,Monthly,Debit Card,Yes,2,13.8,3,1,No,3,Midwest,0
CUST-01496,32,46.52,Annual,PayPal,Yes,2,4.2,3,0,Yes,2,South,0
CUST-01497,40,36.92,Monthly,Bank Transfer,Yes,3,6.6,2,0,Yes,4,South,0
CUST-01498,57,64.65,Annual,Credit Card,No,3,9.0,3,1,No,5,South,0
CUST-01499,34,74.27,Monthly,Bank Transfer,Yes,1,6.1,3,1,No,5,West,0
CUST-01500,61,51.09,Annual,Bank Transfer,No,0,20.9,4,0,No,5,West,0
CUST-01501,39,75.54,Monthly,Bank Transfer,No,1,16.3,2,1,No,2,South,0
CUST-01502,19,16.54,Annual,PayPal,Yes,4,10.9,2,1,No,4,South,1
CUST-01503,17,51.0,Monthly,PayPal,Yes,1,3.4,3,0,No,3,South,0
CUST-01504,24,51.28,Annual,Debit Card,No,2,7.0,1,1,No,3,Midwest,1
CUST-01505,44,38.91,Monthly,PayPal,No,0,4.8,2,0,Yes,3,South,0
CUST-01506,18,94.91,Annual,Bank Transfer,No,0,11.1,3,0,No,4,South,0
CUST-01507,66,50.81,Monthly,Credit Card,Yes,1,6.1,4,1,Yes,5,Northeast,0
CUST-01508,35,44.66,Monthly,PayPal,No,1,2.2,2,0,No,4,Northeast,0
CUST-01509,63,52.47,Monthly,Debit Card,No,0,10.0,2,1,No,4,Northeast,0
CUST-01510,50,15.95,Two-Year,Credit Card,No,2,5.9,3,0,No,3,Northeast,0
CUST-01511,25,38.32,Monthly,PayPal,Yes,0,17.6,2,0,No,4,South,0
CUST-01512,17,69.7,Annual,PayPal,No,1,3.8,2,0,Yes,2,South,0
CUST-01513,54,40.68,Monthly,PayPal,No,2,5.0,1,1,Yes,1,Northeast,0
CUST-01514,24,37.08,Annual,Bank Transfer,No,1,6.8,1,0,No,4,West,0
CUST-01515,18,75.57,Monthly,Debit Card,No,0,10.3,1,0,Yes,5,Northeast,0
CUST-01516,67,76.12,Monthly,Bank Transfer,No,1,14.6,2,0,No,5,West,0
CUST-01517,35,61.31,Monthly,PayPal,Yes,0,6.6,3,0,Yes,5,Midwest,0
CUST-01518,4,43.81,Monthly,PayPal,Yes,5,9.1,1,0,No,3,Midwest,1
CUST-01519,36,47.69,Monthly,Credit Card,Yes,2,2.7,1,0,Yes,4,Northeast,0
CUST-01520,34,37.53,Monthly,Debit Card,No,3,5.0,2,1,No,5,West,0
CUST-01521,63,34.09,Monthly,Bank Transfer,Yes,2,6.2,1,0,No,1,Northeast,0
CUST-01522,52,33.2,Two-Year,Credit Card,No,2,6.8,3,1,No,4,Northeast,0
CUST-01523,14,40.88,Monthly,Debit Card,No,1,11.8,1,0,No,3,Northeast,0
CUST-01524,11,33.38,Two-Year,PayPal,No,1,22.6,3,0,Yes,5,South,0
CUST-01525,44,23.85,Monthly,PayPal,No,1,5.2,1,0,Yes,4,Northeast,0
CUST-01526,4,55.95,Monthly,Bank Transfer,No,2,11.0,4,0,Yes,5,West,1
CUST-01527,23,56.22,Monthly,PayPal,Yes,2,16.2,2,0,No,1,South,1
CUST-01528,10,82.61,Monthly,Bank Transfer,Yes,3,15.8,4,0,Yes,3,West,1
CUST-01529,2,39.97,Monthly,Debit Card,Yes,3,4.4,2,0,No,4,Midwest,0
CUST-01530,67,57.33,Annual,PayPal,No,1,15.2,2,0,Yes,3,Northeast,0
CUST-01531,7,57.63,Annual,Bank Transfer,Yes,1,3.5,1,2,No,5,South,0
CUST-01532,1,47.43,Annual,PayPal,Yes,2,3.5,2,0,Yes,4,Northeast,0
CUST-01533,68,65.4,Monthly,Credit Card,No,2,8.4,1,1,No,4,West,0
CUST-01534,14,65.95,Monthly,Debit Card,Yes,2,6.2,3,0,No,2,Midwest,1
CUST-01535,59,57.89,Annual,PayPal,No,0,18.4,2,2,No,5,South,0
CUST-01536,3,47.4,Monthly,PayPal,Yes,4,2.2,2,0,No,5,Midwest,1
CUST-01537,12,45.56,Monthly,Debit Card,No,0,8.5,1,0,Yes,5,Midwest,0
CUST-01538,8,27.38,Monthly,PayPal,Yes,1,14.0,1,1,No,4,West,0
CUST-01539,51,37.49,Monthly,Bank Transfer,No,1,2.0,2,1,Yes,4,Midwest,1
CUST-01540,45,40.8,Annual,Credit Card,No,1,6.4,2,0,No,4,Midwest,0
CUST-01541,35,31.77,Monthly,PayPal,Yes,0,13.7,2,1,No,1,South,0
CUST-01542,18,59.92,Monthly,PayPal,Yes,1,8.0,4,1,No,5,Northeast,0
CUST-01543,7,73.54,Two-Year,Credit Card,No,0,8.0,1,1,No,3,South,0
CUST-01544,41,35.65,Two-Year,Debit Card,Yes,2,14.6,2,1,No,3,Midwest,0
CUST-01545,17,57.1,Monthly,Debit Card,No,1,10.6,1,2,Yes,5,West,0
CUST-01546,43,33.39,Monthly,PayPal,Yes,1,5.1,2,2,No,4,Midwest,0
CUST-01547,50,46.51,Annual,Debit Card,No,3,20.2,2,2,No,4,West,0
CUST-01548,62,39.57,Monthly,Credit Card,Yes,2,7.3,2,0,No,3,Midwest,0
CUST-01549,36,62.83,Monthly,Debit Card,No,1,3.4,3,0,No,5,Midwest,0
CUST-01550,1,39.78,Monthly,Bank Transfer,Yes,0,8.2,1,2,No,4,Northeast,0
CUST-01551,21,70.21,Monthly,PayPal,Yes,0,7.7,1,2,Yes,4,Midwest,0
CUST-01552,62,47.58,Two-Year,Credit Card,Yes,1,10.3,1,1,No,2,Northeast,0
CUST-01553,39,40.31,Annual,Bank Transfer,No,0,11.4,2,0,No,3,South,0
CUST-01554,45,29.44,Two-Year,Credit Card,No,2,2.8,1,0,Yes,3,Midwest,0
CUST-01555,33,56.56,Annual,Debit Card,No,1,6.9,2,0,No,3,Midwest,0
CUST-01556,12,68.11,Annual,Debit Card,No,2,10.6,2,0,Yes,4,West,1
CUST-01557,65,56.92,Annual,PayPal,No,2,8.1,2,2,No,5,South,0
CUST-01558,56,92.3,Annual,Bank Transfer,Yes,3,5.8,1,1,No,3,South,0
CUST-01559,72,77.74,Monthly,Credit Card,No,1,12.5,3,0,Yes,3,South,0
CUST-01560,62,46.46,Monthly,PayPal,Yes,1,12.4,4,0,Yes,5,South,0
CUST-01561,21,46.28,Monthly,PayPal,Yes,3,0.3,1,0,No,5,South,0
CUST-01562,19,60.45,Monthly,Bank Transfer,No,1,9.2,3,1,Yes,4,Northeast,1
CUST-01563,18,36.92,Monthly,Bank Transfer,No,1,10.3,3,0,Yes,4,West,0
CUST-01564,67,72.99,Monthly,PayPal,Yes,1,6.9,1,0,No,2,Northeast,0
CUST-01565,41,58.51,Annual,Credit Card,Yes,2,8.7,2,1,No,4,West,0
CUST-01566,33,56.62,Monthly,Credit Card,No,0,7.2,1,2,No,5,South,0
CUST-01567,70,64.37,Monthly,Bank Transfer,No,1,10.1,3,0,No,4,Midwest,1
CUST-01568,44,83.01,Monthly,PayPal,Yes,1,5.9,3,2,No,5,Midwest,0
CUST-01569,66,55.08,Monthly,Debit Card,No,1,6.1,2,0,No,4,South,0
CUST-01570,71,49.97,Two-Year,Bank Transfer,Yes,0,7.3,2,0,Yes,1,South,0
CUST-01571,6,79.16,Monthly,Bank Transfer,Yes,1,10.2,2,2,No,1,Midwest,1
CUST-01572,27,69.42,Monthly,PayPal,No,3,11.0,2,0,No,2,Northeast,0
CUST-01573,53,46.22,Monthly,Bank Transfer,Yes,0,17.0,2,0,Yes,5,Northeast,0
CUST-01574,59,52.09,Annual,Credit Card,No,1,3.7,2,1,Yes,5,Midwest,0
CUST-01575,11,55.52,Annual,PayPal,Yes,0,1.8,3,0,No,1,South,1
CUST-01576,23,58.51,Monthly,Bank Transfer,No,1,12.5,2,1,Yes,3,West,0
